,date,content,score,version,thumbs,,,,,,,,,
4013,2021-06-17 14:42:12,"Pior app q já instalei, fiz tudo q eles pedem, fui pra um lugar mais iluminado parede branca etc... Mais nunca finaliza!",1,2.2.0,0,,,,,,,,,
4014,2021-06-17 14:38:57,voces esperam que uma pessoa de mais de oitenta anos faça todos esses movimentos repetidamente e no final nao validam e tem que repetir várias e varias vezes pô! seria melhor enviar um video. pensem melhor sobre.,1,2.2.0,0,,,,,,,,,
4015,2021-06-17 14:09:05,"Tenho meses tentando acessar e não consigo, pede dados da minha CNH, sendo que nem tenho uma.",1,2.2.0,0,,,,,,,,,
4016,2021-06-17 14:07:04,Esse aplicativo é uma droga não consigo fazer a leitura fácil sempre da tempo esgotado .,1,2.2.0,0,,,,,,,,,
4017,2021-06-17 13:38:48,"Lamentável, devido aos problemas já relatados abaixo meu acesso é sistematicamente invalidado ao tentar utilizar o app, me causando um grande transtorno tendo que executar novamente um dos processos de recuperação de senha só disponíveis no site.",1,2.2.0,2,,,,,,,,,
4018,2021-06-17 13:38:18,ruin,1,2.2.0,0,,,,,,,,,
4019,2021-06-17 13:23:46,"muita falha, muito difícil de fazer a recuperação de senha ,deveria ser simplificado !",1,2.2.0,0,,,,,,,,,
4020,2021-06-17 12:52:49,"Não consigo recuperar minha senha. Realizo o reconhecimento facial para recuperação de senha mas,logo após pedem para digitar um códico que foi enviado para um e-mail que eu desconheço. Estou precisando muito utilizar o aplicativo e não tem um modo no aplicativo para confirmar ou excluir e-mail que no meu caso desconheço.",1,2.2.0,1,,,,,,,,,
4021,2021-06-17 12:12:50,Várias tentativas sem sucesso. Depois de fazer todos os movimentos o resultado é sempre negativo e manda tentar novamente.,1,2.2.0,0,,,,,,,,,
4022,2021-06-17 11:42:47,Precisa melhor e muito,1,2.2.0,0,,,,,,,,,
4023,2021-06-17 05:06:10,"É impossível acessar a validação facial, assim é impossível entrar no App",1,2.2.0,0,,,,,,,,,
4024,2021-06-17 02:01:40,Por duas vezes não consegui ser reconhecido pelo aplicativo. Deveriam fazer isso de maneira mais eficiente.,1,2.2.0,0,,,,,,,,,
4025,2021-06-17 00:52:54,"Pra começar nem funciona. Bom, nem fiquei surpreso por se tratar de um aplicativo desenvolvido pelo governo, me espantaria se ele estivesse funcionando e conseguisse fazer o cadastramento facial.",1,2.2.0,1,,,,,,,,,
4026,2021-06-17 00:17:26,Não consigo validar não tira foto,1,2.2.0,0,,,,,,,,,
4027,2021-06-16 23:42:02,"o governo obrigar o servidor público a usar esse aplicativo é um absurdo. Alem de mal feito, colocar em uso esse aplicativo durante uma pandemia",1,2.2.0,0,,,,,,,,,
4028,2021-06-16 23:36:04,To tentando fazer uma validação facial..E não consigo..o App é complicado.,1,2.2.0,0,,,,,,,,,
4029,2021-06-16 23:29:30,Horrivel,1,2.2.0,0,,,,,,,,,
4030,2021-06-16 22:31:27,"Quando vou cadastrar o CPF do meu Pai, diz que o mesmo já existe cadastrado! Então vou na opção recuperação de senha, e não existe a opção de recuperação por e-mail, que consta lá na explicações. Sendo que nem sei se o e-mail dele está cadastrado! Pois nunca fiz esse cadastro.",1,2.2.0,0,,,,,,,,,
4031,2021-06-16 22:21:28,Muito Ruin não consegui tirar foto só dar erro,1,2.2.0,0,,,,,,,,,
4033,2021-06-16 21:52:48,"Não recupera conta, não sei minha senha e troquei o número de celular, a função de recuperar a senha com foto+CNH sempre da erro, não lê do código QR, nem pra fazer um app decente",1,2.2.0,0,,,,,,,,,
4034,2021-06-16 21:18:16,toda vez q entro tenho q fazer autenticação facial,1,2.1.6,0,,,,,,,,,
4035,2021-06-16 20:59:52,APLICATIVO HORROROSO!!!,1,2.2.0,0,,,,,,,,,
4036,2021-06-16 19:37:22,Péssimo não consigo fazer a identificação facial,1,2.2.0,0,,,,,,,,,
4037,2021-06-16 19:18:52,muito difícil acertar o ângulo para o reconhecimento facial.,1,2.2.0,0,,,,,,,,,
4038,2021-06-16 19:06:22,problemas na validação facil,1,2.2.0,0,,,,,,,,,
4039,2021-06-16 18:16:46,não enviou validação!,1,2.2.0,0,,,,,,,,,
4040,2021-06-16 18:03:55,"demorado a validação, pedia para eu confirmar nome da minha mãe sendo que nem tinha a opção.",1,2.2.0,0,,,,,,,,,
4041,2021-06-16 17:31:13,O aplicativo não funciona estalei no começo de junho quis fazer a prova de vida não completou a prova de vida tentei tira a fotografia fala que não tem rivalidade é muito ruim é perda de tempo.,1,2.2.0,2,,,,,,,,,
4042,2021-06-16 17:25:50,Sinceramente que dificuldade é essa pra fazer essa validação faceal? Faço todos os procedimentos corretos e mesmo assim não consigo. Que palhaçada isso viu!!!!!,1,2.2.0,1,,,,,,,,,
4045,2021-06-16 16:51:01,um inferno para cadastrar o reconhecimento facial,1,2.2.0,0,,,,,,,,,
4046,2021-06-16 16:34:14,"Já tentei inúmeras vezes, fazer validação não consegui, talvez um estratereste consegue, a pessoa que projetou esse app, não se colocou no lugar Duma pessoa idosa, e suas dificuldades.",1,3.0.1,0,,,,,,,,,
4047,2021-06-16 16:31:59,Não consigo configurar a identificação facial.,1,2.2.0,0,,,,,,,,,
4050,2021-06-16 14:31:55,A biometria não me reconhece e não consigo ter acesso ao App por isso.,1,2.2.0,0,,,,,,,,,
4051,2021-06-16 14:16:24,Há dias tento validar o reconhimento facial e só dá erro. Já estou cansada e não consigo resolver o meu problema.,1,2.2.0,0,,,,,,,,,
4052,2021-06-16 14:15:15,não funciona a validação facial,1,2.2.0,0,,,,,,,,,
4053,2021-06-16 13:59:16,Faz uma tempão que tento finalizar o cadastro e não consigo. Não tenho suporte para tira dúvidas não sei o que fazer. Mas a captação de imaginem o reconhecimento facial é inútil. Em nenhum lugar funciona. Não consigo completar o processo. Dá erro sempre. Me ajudem.,1,2.2.0,3,,,,,,,,,
4054,2021-06-16 13:48:41,"Meu pescoço tá doendo de virar pra direita, esquerda.To com duas horas tentando e nada. Vcs tem que melhorar esse aplicativo.",1,2.2.0,0,,,,,,,,,
4055,2021-06-16 13:41:40,"Telefone que eles dão158 não dar para falar não sei pra que serve , não dar pra resolver problema algum. Muito difícil .",1,2.2.0,0,,,,,,,,,
4056,2021-06-16 13:12:27,bom,1,2.2.0,0,,,,,,,,,
4057,2021-06-16 13:08:38,"tudo que é do governo não presta, nem um simples app",1,2.2.0,0,,,,,,,,,
4058,2021-06-16 13:02:37,"Tem problemas no cadastros de endereço, nas cidades em que tem CEP único. O reconhecimento facial é difícil de ler as instruções para quem usa óculos, devia ser sonoro. a impressão que tenho na maioria destes APP do Governo é que não são testados pelos seus desenvolvedores na prática. Eles deixam o usuário quebrar cabeça, até que descubra que não funciona. Nós matam de raiva com essa preguiça de programador.",1,2.2.0,74,,,,,,,,,
4059,2021-06-16 12:59:17,"Maior frescura essa validação facial! Faz-se o que é solicitado e, por fim, não dá certo!",1,2.2.0,0,,,,,,,,,
4062,2021-06-16 12:53:33,ruim,1,2.2.0,0,,,,,,,,,
4063,2021-06-16 12:48:32,"Continua uma M. ,pedindo documentação que eu nao inclui, a foto que é tirada NUNCA reconhece a gente. Tem que melhorar MUUUUITO. Você escolhe uma forma, ele te dá outra. Então pra que escolher? Muitos links pra clicar. Já tinha feito anteriormente, mas esqueci a senha. Refiz a senha e tive que fazer TUDO DE NOVO. É uma M, esse programa. E toda a vez que entra, quer tira foto novamente. Não pode ter acesso pelo dedão não ?",1,2.2.0,0,,,,,,,,,
4064,2021-06-16 12:41:55,"Impossível tirar essas fotos... estou auxiliando minha sogra, mas já fiquei hrs e não consigo de jeito nenhum",1,2.2.0,0,,,,,,,,,
4065,2021-06-16 11:05:49,Já tentei fazer a prova de vida e não funciona. Várias tentativas e nada😒😒,1,2.2.0,0,,,,,,,,,
4066,2021-06-16 10:50:57,"Quem baixar pra fazer reconhecimento facial,pode entregar pra Deus.não entra, podem esquecer.só serve pra gastar espaço no celular!",1,2.2.0,0,,,,,,,,,
4067,2021-06-16 05:39:35,"Porque Não consigo fazer essa validação facial?. O tempo sempre acaba antes do olha pra direita, pra esquerda, sorria, olha pra frente, e antes de terminar encerra. Já tentei inúmeras vezes. Que dificuldade! Outra, não temos mais acesso ao SIGEPE e não consigo entrar neste novo. Como fazer?",1,2.2.0,11,,,,,,,,,
4068,2021-06-16 01:35:56,Não consigo terminar a identificação facial pois é enviado um código para um email que eu desconheço. Como resolver isso?,1,2.2.0,1,,,,,,,,,
4069,2021-06-16 00:59:28,O cadastro facial não funciona 😔,1,2.2.0,0,,,,,,,,,
4070,2021-06-16 00:31:11,burocrático,1,2.2.0,0,,,,,,,,,
4071,2021-06-16 00:12:45,Não tô conseguindo entra tá pedindo codigo de duas etapas e troquei o celular e agora,1,2.1.9,0,,,,,,,,,
4072,2021-06-16 00:09:38,"Impossível usar o aplicativo, ele quer reconhecer a facial, mas eu nunca enviei foto nem nada. E por mais que eu tentei simplesmente não aceita o reconhecimento, app horrível.",1,2.2.0,0,,,,,,,,,
4073,2021-06-16 00:05:35,"Não quer reconhecer meu rosto, só dá erro.",1,2.2.0,0,,,,,,,,,
4074,2021-06-15 23:33:14,prova de vida não funciona,1,2.2.0,0,,,,,,,,,
4075,2021-06-15 21:55:56,"Tento recuperar senha e todas as opções que uso dão erro. Fora que não aparece a opção de recuperar senha por e-mail que seria a mais útil p mim, pois não tenho mais o número de celular da época de meu cadastro. O site e o app são péssimos. Preciso com urgência de meu acesso para uma contratação de emprego e não consigo.",1,2.2.0,3,,,,,,,,,
4076,2021-06-15 21:28:13,"Software lixo....o reconhecimento facial não funciona. Minha mãe é idosa e sempre vai a PIPAR da Aeronáutica para fazer prova de vida. Foi esse ano em ao vivo e no posto falaram pra ela voltar pra casa e fazer a prova por esse aplicativo lixo. Se ela já estava lá pq não fizeram a prova de vida dela? Absurdo. Tudo o que é público é um lixo, até isso tem que privatizar.",1,2.2.0,53,,,,,,,,,
4077,2021-06-15 21:02:16,Não consigo recuperar minha senha do gov não tenho mais o que fazer esssi Apple e péssimo,1,2.2.0,0,,,,,,,,,
4078,2021-06-15 20:25:00,"Péssimo, estou a quase um mês tentando fazer o reconhecimento facial pelo CPF e não consigo ... Hoje consegui fazer um reconhecimento mas o Sistema faer um novo reconhecimento para validar o primeiro. Aí eu não estou conseguindo ... Vou ter de fazer um agendamento e comparecer pessoalmente no meu Setor de Pagamento para fazer a Prova de Vida ...",1,2.2.0,0,,,,,,,,,
4079,2021-06-15 20:01:51,Pode-se fui desconectou verificar servidor não foi encontrado sua biometria!!!! Tem que colocar no plantão?,1,2.2.0,0,,,,,,,,,
4080,2021-06-15 19:18:44,"Como que eu recupero minha conta do Enem,fiz em 2018, ñ tenho acesso ao e-mail, nem telefone quando criei mais, tinha minha senha certinha, até que vcs mudaram aí teve que por nova senha, agora perdi minha conta como recupero? Se eu ñ tenho carteira de habilitação???? Título de eleitor todo mundo tem tem q refazer isso aí.",1,2.2.0,0,,,,,,,,,
4081,2021-06-15 19:11:18,"Aplicativo HORRÍVEL, tentei mais de 20 vezes fazer a validação facial e fica dando inválida",1,2.2.0,0,,,,,,,,,
4082,2021-06-15 17:54:19,"App horrível, esse povo não tem consciência que nem todo idoso ou pessoas mais jovens possuem CNH. Podiam melhorar isso viu",1,2.2.0,0,,,,,,,,,
4083,2021-06-15 17:45:53,opção te tirar foto muito ruim,1,2.2.0,0,,,,,,,,,
4085,2021-06-15 17:19:52,"Muito ruim, tentei 3 vezes fazer a biometria facial da minha vó e não deu certo em nenhuma das três. Consegui fazer todos os passos, mas voltou para o início do aplicativo assim que eu concluí.",1,2.2.0,0,,,,,,,,,
4086,2021-06-15 17:13:23,Nao consigo entrar :/,1,2.2.0,0,,,,,,,,,
4087,2021-06-15 17:10:46,"Eu nao tenho mais acesso ao e-mail que preciso para recuperar a senha. Mesmo com reconhecimento facial, pede o código que foi para o e-mail.",1,2.2.0,0,,,,,,,,,
4088,2021-06-15 16:54:26,"Site péssimo 😕. Não consegui cadastrar senha,AFF. Sempre volta na mesma página.",1,2.2.0,0,,,,,,,,,
4089,2021-06-15 16:50:31,Não existem maneiras possíveis de capturar a foto. O App não funciona.,1,2.2.0,0,,,,,,,,,
4091,2021-06-15 16:24:31,"Não presta, não funciona.",1,2.2.0,0,,,,,,,,,
4092,2021-06-15 16:17:41,"A validação além de difícil realização, qdo se consegue não aparece praticamente nada e ao sair e entrar novamente, pede que faça validação facial novamemte.... são horas tentando até que vc desiste. Muito ruim. Se o objetivo é que não se consiga acesso ao sistema, o objetivo foi atingido. Se precisar ver o meu contra-cheque, prefiro ir no RH, é mais rápido e fácil.",1,2.2.0,382,,,,,,,,,
4093,2021-06-15 16:05:54,"Muito difícil, não consegui concluir nada nesse app, essa validação facial é um verdadeiro inferno não funciona não conclui, odiei , tudo que é do governo é só pra complicar a vida do ser humano",1,2.2.0,2,,,,,,,,,
4094,2021-06-15 15:52:47,"Essa validação facial, é horrível de fazer!Eu tento por muito tempo e nunca dá certo!Não consigo acessar meus dados!!",1,2.2.0,0,,,,,,,,,
4095,2021-06-15 15:46:41,horrível,1,2.2.0,0,,,,,,,,,
4096,2021-06-15 15:01:36,"Preciso recuperar minha conta, essa validação facial nunca funciona. Aff! Ninguém merece!",1,2.2.0,0,,,,,,,,,
4097,2021-06-15 14:55:39,A função de reconhecimento facial é irritante.,1,2.2.0,0,,,,,,,,,
4098,2021-06-15 14:50:24,Desconheço o número de tefone e email que está logado com meu CPF,1,2.2.0,0,,,,,,,,,
4099,2021-06-15 14:34:05,App muito ruim não tenho cadastro e fica aparecendo que já tenho Aí não consigo acessar o app não tem nem a opção de recuperar senha ( no caso se eu já estivesse cadastrado ) governo continua dificultando nada pra facilitar,1,2.2.0,0,,,,,,,,,
4101,2021-06-15 13:43:57,Pouco tempo para validação facial,1,2.2.0,0,,,,,,,,,
4102,2021-06-15 13:28:26,"Tudo que vou fazer agora em qualquer aplicativo sou redirecionado a esse portal do Gov.br e eu simplesmente não consigo acessar de maneira alguma, ele não aceita meu CPF, nem quer acessar por conta bancária, nem validação facial, não sei mais o que fazer e estou sendo prejudicado por culpa dele.",1,2.2.0,2,,,,,,,,,
4103,2021-06-15 12:41:37,Muito difícil fazer a validação facial repetitiva e complicada,1,2.2.0,0,,,,,,,,,
4104,2021-06-15 12:38:54,Péssimo. Não consigo entrar. Quero mudar o email mas é impossível. Melhorem isso.,1,2.2.0,0,,,,,,,,,
4105,2021-06-15 12:17:42,"essa validação facial é horrível, deveria ter um jeito mais fácil, a gente segue os procedimentos e não dá certo na maioria das vezes.",1,2.2.0,0,,,,,,,,,
4106,2021-06-15 11:53:32,"Horrível,faz muito tempo que eu tô tentando acessar ele para mudar a senha e não está funcionando a leitura do QR Code e nem avaliação facial.",1,2.2.0,0,,,,,,,,,
4107,2021-06-15 11:28:25,"Fica dando erro na hora de fazer o reconhecimento facial, informando que não foram encontrado dados da biometria",1,2.2.0,0,,,,,,,,,
4108,2021-06-15 09:01:43,Nunca aceita a foto,1,2.2.0,0,,,,,,,,,
4109,2021-06-15 01:53:08,boa,1,2.2.0,0,,,,,,,,,
4110,2021-06-14 23:38:11,lixo,1,2.2.0,0,,,,,,,,,
4112,2021-06-14 22:02:06,"Um lixo. To tentando abrir um MEI há horas. Esse serviço é gratuito, mas as plataformas do governo simplesmente não funcionam. Estou começando a entender porque as pessoas pagam empresas privadas para isso.",1,2.2.0,1,,,,,,,,,
4113,2021-06-14 21:09:14,"Não consigo baixar. Só da CPF e senha inválida, sendo que eu consigo entrar no site pelo computador com essas informações",1,2.2.0,0,,,,,,,,,
4115,2021-06-14 20:18:45,"Péssimo aplicativo, não entra",1,2.2.0,0,,,,,,,,,
4116,2021-06-14 19:42:20,"O aplicativo não realiza a prova de vida. A biometria é validada. A foto é aceita. É informado que a validação facial foi feita com sucesso, entretanto, a situação da prova de vida no aplicativo SOUGOV continua apresentando a pendência.",1,2.2.0,1,,,,,,,,,
4119,2021-06-14 17:47:11,Horrivel a gente nao tem CNH e fica pedindo,1,2.2.0,0,,,,,,,,,
4120,2021-06-14 16:35:22,Pelo amor de Deus melhorem essa validação facial poxa,1,2.2.0,0,,,,,,,,,
4121,2021-06-14 16:29:00,"nunca dá certo a foto, levei 10 minutos para conseguir e no final não ser possível o envio para o INSS",1,2.2.0,0,,,,,,,,,
4122,2021-06-14 16:18:04,"Lixo. Não funciona, faz dias que tento. Tudo do governo para atender a população é complicado.",1,2.2.0,0,,,,,,,,,
4123,2021-06-14 16:10:04,Validação facial nao funciona.....muito ruim ....nao consigo concluir o cadastro,1,2.2.0,0,,,,,,,,,
4124,2021-06-14 15:36:24,Fui fazer o cadastro diz q já está cadastrado e já tem um email cadastrado q não é meu o q fazer ?,1,2.2.0,0,,,,,,,,,
4125,2021-06-14 15:05:07,Esse app nao tem finalidade!!? Ondr estão as informações do app sigepe que este substituiu?,1,2.2.0,0,,,,,,,,,
4126,2021-06-14 14:36:23,muito bom,1,2.2.0,0,,,,,,,,,
4127,2021-06-14 14:03:48,"Não tenho como me comunicar com o esse app, pois tenho 66 anos e não tenho curso digital, me sinto desprotejido ,e obrigado a pagar!!!!!!!!!!!!!!!!!!",1,2.2.0,0,,,,,,,,,
4128,2021-06-14 13:52:48,"Esse app é um lixo, não funciona fiquei 3 dias tentando e foi inútil!",1,2.2.0,0,,,,,,,,,
4129,2021-06-14 13:41:18,Trocaram a senha a minha mãe tô tentando recuperar a senha mais nem com a facial não da certo pois o código vai pro email da pessoa que mundou é agente não conheço como faço pra munda o email???,1,2.2.0,0,,,,,,,,,
4130,2021-06-14 13:16:43,"Pela reclamação das pessoas já fiquei triste estalei pra fazer prova de vida da minha mãe mas com tantas reclamações vejo que vai dar problema tbem,se desse certo seria ótimo neste tempo de pandemia vou fazer uma tentativa já esta dando erro aqui já vi vou desestalar tbem",1,2.2.0,1,,,,,,,,,
